Geneid,A01,A02,A03,A04,A05,A06,A07,A10,A11,A12,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A35,A36,A37,A38,A39,A41,A42,A43,A44,A45,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A59,A60,A61,A62,A63
PRKAG2,6004.824993,4454.616831,4952.12012,7124.801856,5674.40743,5523.898467,6736.600777,4735.739846,4876.128582,5140.404546,5892.54593,6233.248595,6841.359175,5228.202122,5351.517484,5387.652978,5865.590648,4934.191675,5495.285106,4439.391851,5458.764051,5831.509046,4237.21665,5019.56088,5397.541506,5372.745262,5436.898119,7075.021088,4707.469559,5610.714202,5645.17726,5597.877595,5806.81293,5723.030402,5047.305438,4896.182317,5288.850378,5334.877763,5323.566593,5175.144187,6151.395756,4599.041785,5796.709932,5617.16385,5435.662379,5783.542963,6246.173719,4827.74392,5491.288623,5208.312682,5374.426361,5519.813536,4877.465195,5502.565608,5476.481258
SHH,100.6841119,62.56158879,65.45993396,411.8960932,54.02218718,80.47302657,156.9636734,60.27990257,112.774917,76.47160597,101.650388,144.0641436,127.3002007,76.38929097,76.76357047,53.64329805,78.19132687,46.16057951,54.56001893,49.32657612,80.34786457,115.0955733,117.8133105,84.39460402,65.83312212,64.15593733,122.8300976,123.0633017,51.96838519,50.71832047,69.55504573,73.51521876,63.10120131,66.47729588,43.3338093,108.935412,56.16910514,83.89585924,54.93876773,81.90228191,118.8916834,46.36715095,90.48631807,64.55694751,53.46553159,67.79536657,101.4965638,40.79341629,76.91175546,65.57228197,0,97.05485026,81.9621215,71.97352785,50.77414309
LOC285889,41.7470708,30.12224645,51.75901755,262.6462943,16.62221144,39.51800412,47.26415444,17.58163825,40.67292087,28.57180882,26.20674066,71.48220866,122.1671281,52.57964184,51.17571365,38.48323556,32.26943649,37.4274969,56.74241968,33.26676064,31.44046874,30.46647528,94.45377481,49.86953874,30.98029276,41.51266533,115.2127272,79.80468653,24.54062634,31.6989503,35.15147472,32.16290821,25.54096244,37.22728569,33.5837022,63.33454187,19.53708005,28.46466653,35.71019902,46.80130395,33.96905241,17.38768161,31.27922106,23.41076118,40.5041906,35.89166465,30.82488234,32.94852854,49.51852749,45.13416811,0,29.69588702,35.9482989,28.78941114,29.39555652
LINC01006,1194.702938,1042.693146,1036.702675,2867.430495,878.8994299,949.1506081,1379.4131,808.7553595,1215.565703,933.6258707,943.4426638,1595.702842,1730.872084,1213.300037,954.0615187,824.4741678,1062.40914,938.1825889,973.3507376,850.0230908,1003.998969,1175.780268,1409.697198,1219.88564,837.2424119,1056.686027,1724.382223,1332.812849,941.2051985,784.3225987,945.350299,1033.807764,899.9433235,1041.699226,1055.178256,1203.356295,1002.089397,1041.207539,1118.003923,1027.828637,1104.993293,1069.342419,1015.457569,932.8833623,886.2316903,876.354812,1058.571569,913.1449338,1240.070359,1193.074897,1360.078125,1067.603353,924.5902478,927.3220852,993.2135007
RNF32,257.2356274,225.9168484,170.5002931,633.6862973,227.5165191,219.8638047,256.1600469,270.0037303,213.5328346,198.3219671,204.0949197,300.2252764,382.9272167,209.3264986,168.1487734,249.5579518,266.8434171,385.5032181,210.6016731,267.2812148,183.7520729,245.9885782,352.4242995,219.6177764,215.3130347,257.8817089,376.1076632,312.5062024,254.0676609,182.0425431,244.5645156,248.1138633,153.9969794,247.2955407,267.5862724,217.870824,231.1887806,221.7247708,227.9958861,234.0065197,197.8197758,205.7542324,229.0085828,231.9793608,226.8234674,155.5305468,200.7376484,227.5017447,267.6107656,283.5788298,261.1914738,229.599907,163.924243,228.0424409,288.6109186
MNX1-AS1,18.41782535,24.32950675,4.566972137,97.55433787,14.54443501,20.11825664,12.83717775,7.534987822,25.88276783,20.16833564,19.85359141,9.897536583,55.43718419,29.76206142,17.05857122,18.65853845,7.446793035,21.20891491,24.00640833,5.735648386,13.27486458,12.41226771,43.67217545,13.42641428,6.196058552,5.031838222,58.08244926,27.5960131,8.661397532,19.01937018,11.21855576,16.84723763,13.521686,14.62500509,20.58355942,32.93396177,14.65281004,18.72675429,23.34897629,21.60060182,10.98998755,11.59178774,16.75672557,16.31659113,4.860502872,25.92175781,10.52556958,15.6897755,26.33964228,29.80558271,0,13.03721869,1.437931956,6.060928661,19.59703768
UBE3C,1821.522928,1699.589829,1698.913635,2768.208562,1783.771065,1762.502984,1781.450167,1754.396331,1661.119064,1768.931105,1863.855161,1839.842078,2349.920641,1646.834065,1853.291916,1843.696831,1954.783172,2069.740579,1640.074169,1872.115633,1719.444302,1874.252424,2067.826726,1732.966471,1792.209936,1972.480583,1953.855506,2136.82642,1927.160951,1616.646465,1871.255101,1818.735881,1704.48364,1904.574527,1898.020847,1751.411198,1977.31531,1798.517482,1709.969146,1782.04965,1875.291511,1982.195703,1856.645193,1863.638474,1689.834832,1546.332552,1820.923537,1760.392811,1880.650459,1738.942854,1767.160332,1805.654789,1765.780442,1683.422936,1903.584978
PTPRN2,5665.323079,5381.455184,5481.888888,13976.95184,5364.818742,5738.014198,4509.350438,5022.069383,6112.95513,5061.411899,5304.085481,5484.334993,7743.753339,6777.813453,5139.503813,5363.163646,4993.07473,5420.749134,5134.097781,4980.837059,5156.236874,4495.497686,10470.15016,5344.671911,4982.405583,5355.133828,8721.889101,5304.40122,5036.602665,5122.550368,4982.534566,5643.824607,5877.426179,5506.979191,5949.732016,6896.709379,4599.354261,5015.0248,4721.987086,4840.334858,5048.400642,5787.200029,5576.638269,5498.69121,5654.385008,5456.530018,5883.793395,5814.630798,7136.989472,5820.60451,4802.62881,5096.828219,5277.210279,5448.017251,6047.467674
TUSC3,322.9258712,576.9568744,362.3131228,1017.233267,262.8387184,429.6684812,357.1069446,381.7727163,696.9859622,371.4335147,276.3619924,418.9957153,1637.450163,810.5201393,377.7255055,283.3765527,320.2121005,515.251874,410.2913423,527.6796515,429.6864062,323.8473483,1232.977232,642.549826,288.89123,343.4229587,2005.272756,478.8281192,303.1489136,430.2000397,339.5482878,248.1138633,321.5156448,361.6364896,474.5052118,1648.38701,304.4528307,408.9923138,322.7652604,455.4126884,330.6987161,486.855085,353.008352,302.9210614,366.157883,308.0701216,270.6575035,567.9698729,544.7038024,567.1576596,277.6630081,356.3506443,352.2933293,320.471603,365.2175204
SLC7A2,331.5208564,283.8442454,333.388966,925.5155132,235.8276248,255.789263,638.3578389,197.1655147,492.6969733,259.6673214,314.4808879,825.8944415,907.5272374,379.9623174,232.7276501,156.2652595,276.7724745,243.2787298,166.9536579,216.807509,246.6330104,470.5377849,496.6440417,395.1201915,208.3424688,410.0948151,891.2323361,325.1854516,213.6478058,195.6278075,299.9093907,199.1037175,186.2987848,265.2444106,226.4191536,690.7687366,185.6022604,300.3771389,477.9672793,252.9070463,422.6149756,208.6521793,389.8731482,216.3721867,196.0402825,200.3951276,348.0956225,265.1572059,223.3601665,285.282006,251.7791684,311.4446688,260.2656841,212.1325031,236.0552266
MTUS1,1053.49961,1011.412352,864.6800579,2287.941052,991.0993571,913.2251498,1512.452942,1063.689114,1148.08563,899.1716307,1009.356587,1671.583956,2406.38444,1350.20552,887.0457032,728.8491582,958.1540372,1089.14016,982.0803407,819.0505895,885.2238644,1236.713219,1555.948204,1120.146562,851.1835436,1183.739942,2423.275957,1136.657404,944.092331,813.3044961,987.9808109,926.5980698,826.3252553,872.1821219,890.509781,1929.592376,782.2972469,928.0979428,1079.546786,1062.929615,1193.912283,901.2614967,1206.484241,849.1721557,976.9610773,788.6196317,997.6736308,1005.714609,1088.354019,1043.195395,1183.597399,1123.373677,941.8454313,872.0161112,934.4223877
PSD3,3426.329443,3736.317108,3923.029065,6027.524004,3562.347689,3236.883792,4967.40428,3802.657187,3779.808487,3298.363225,3570.469879,5537.121855,7951.129473,4182.561698,2970.62833,3414.512537,3442.900647,4149.461823,3447.101996,4053.956279,3565.349156,4352.192413,5114.722687,3820.773891,2948.549364,4251.903298,6840.398614,3442.043255,3333.194484,3197.971243,3414.180471,3233.138058,3149.050427,3491.38758,3868.625825,6054.782202,3559.818794,3447.220931,4080.576973,3300.391954,3968.384594,3541.291154,3927.776473,3534.315522,3582.190617,2486.494768,3589.219226,3409.388215,3248.204686,3595.404863,3388.42993,3309.280678,3975.881859,3338.05646,3798.262213
SLC25A37,787.0550701,722.9339149,741.3718102,1131.46356,879.9383181,885.2032923,875.2621192,772.3362517,726.5662683,889.9278102,894.2057571,842.3903358,1045.093583,846.234613,851.7100914,813.9787399,866.3102564,726.0934398,954.8003312,643.5397489,865.6609061,959.1297773,1090.788754,903.4058748,875.1932705,718.2949062,1225.444462,959.8937529,721.7831277,968.1765104,881.778483,814.7936746,896.9385043,801.0514153,767.0084245,1040.375408,794.5079219,750.5683121,833.6958003,912.625427,914.1671458,695.5072643,898.1604904,879.6770869,933.2165514,981.0388339,848.8120039,825.282191,912.4052086,850.7364894,472.9683444,894.4980603,793.7384398,931.1101656,762.5029207
NKX2-6,14.12033277,5.792739703,7.611620228,42.52368574,11.42777036,12.93316499,15.17121007,8.790819125,15.71453761,13.44555709,8.73558022,12.09698916,40.03796636,12.89689328,18.27704059,8.163110572,11.17018955,14.97099876,14.18560492,11.47129677,13.27486458,11.28387973,33.51585558,20.13962141,4.647043914,18.86939333,22.85211118,17.9001166,5.774265021,13.58526441,14.95807435,13.78410352,14.27289077,13.96023213,9.750107092,34.62288289,10.58258503,10.4869824,8.24081516,14.40040122,15.98543643,0,8.936920303,10.64125508,9.721005744,16.94884164,16.54018077,6.275910198,12.64302829,16.18017347,0,10.14005898,18.69311543,9.849009075,9.798518841
RBPMS,1775.478364,1716.968048,1659.33321,2977.4918,1627.937833,1421.21113,2289.685704,1549.695829,1860.78613,1586.575737,1789.999801,2368.810422,3134.254136,1684.532676,1711.949468,1514.840091,1732.620513,1744.121355,1672.81018,1548.625064,1691.497218,1800.907205,2061.732934,1772.286684,1467.69137,1908.324646,2902.21812,1608.77298,1778.473627,1725.32858,1649.875601,1513.188253,1490.390279,1731.068785,1567.600551,2149.996581,1404.227628,1674.920904,1881.652795,1745.148622,1946.226885,1990.889544,1804.140786,1526.665396,1699.555838,1244.244375,1690.105744,1581.52937,1840.614203,1798.55402,1833.046469,1699.18417,1656.497613,1481.897058,1513.425774
ZNF703,44.81670836,17.37821911,9.133944273,54.19685437,27.01109359,30.17738497,44.93012212,2.511662607,36.05099805,26.89111419,34.94232088,36.29096747,67.75655845,46.62722955,40.20948929,10.49542788,26.06377562,16.21858199,20.73280719,17.20694516,25.85105208,41.75035501,54.84412731,28.77088773,29.43127812,7.547757333,83.79107434,41.02110055,2.887132511,27.17052882,42.6305119,14.54988705,18.02891466,22.6022806,32.50035697,135.9581499,24.42135006,25.46838584,27.46938387,23.40065197,28.97360353,5.795893869,32.3963361,26.95784621,29.16301723,21.93379507,57.89063269,29.81057344,23.17888521,28.10240656,0,28.97159709,18.69311543,24.24371465,20.48781212
C8orf86,130.1526325,127.4402735,181.1565614,309.3389688,127.7832504,131.4871774,107.9489947,140.653106,125.7163009,104.2030675,106.41525,130.8674282,286.4254516,158.7309942,99.91448855,86.29574034,112.9430277,104.7969913,118.9408413,146.8325987,143.2288021,126.379453,256.9548928,157.2808529,116.9506052,161.0188231,298.981788,136.4883891,92.38824034,139.4753813,126.3957283,118.696447,102.1638497,107.0284464,126.7513922,537.076915,114.7803453,146.0686835,153.8285496,159.3044384,113.8962346,115.9178774,111.7115038,113.5067209,200.9007854,119.6388822,103.0002166,134.9320693,144.3412397,153.285854,80.00459557,105.7463294,116.4724884,110.6119481,187.9534069
TCIM,4.911420094,2.317095881,3.044648091,29.18292159,3.116664645,7.185091658,4.668064636,2.511662607,11.09261478,1.680694637,0.794143656,2.199452574,9.239530698,5.952412284,1.218469373,3.49847596,7.446793035,16.21858199,0,9.177037418,1.397354166,3.38516392,44.68780744,0.959029591,2.323521957,6.289797778,39.99119457,8.20422011,0,11.77389582,0.747903718,1.531567057,0.751204778,7.312502547,3.250035697,45.60087014,2.442135006,3.745350859,4.12040758,0.900025076,4.995448884,2.897946935,4.468460151,1.418834011,1.620167624,2.990972054,5.26278479,4.706932649,12.64302829,7.664292698,0,3.621449637,10.06552369,3.030464331,8.016969961
SIRLNT,19.64568038,23.17095881,36.53577709,75.87559612,16.62221144,22.99229331,18.08875046,12.55831304,35.12661348,16.80694637,18.2653041,31.89206232,74.94286011,29.76206142,9.74775498,12.82774519,26.06377562,7.48549938,18.55040643,13.76555613,14.67221875,21.43937149,40.62527949,31.64797651,13.94113174,21.38531244,76.17370394,23.12098395,12.9920963,19.92505447,13.46226692,8.423618816,14.27289077,21.93750764,21.66690465,117.3800176,19.53708005,26.96652618,35.71019902,28.80080243,22.97906487,20.28562854,26.81076091,17.73542514,8.10083812,27.91573917,15.03652797,34.51750609,15.80378537,32.36034695,23.5307634,21.72869782,21.56897934,16.66755382,13.3616166
GPAT4,704.7887836,687.0189287,819.0103365,1070.596323,734.493968,684.7392351,747.4738498,735.9171439,654.4642722,700.0093162,753.6423299,842.3903358,857.2231259,714.289474,701.8383586,866.4558793,748.4027001,674.9425274,808.5794805,687.1306767,741.2963853,756.0199421,732.2706628,685.7061576,723.389836,732.1324613,952.1712993,660.812638,711.6781639,749.0009113,676.8528644,729.7917029,812.0523645,725.267298,663.0072822,1990.393536,773.3427519,752.0664525,722.4447957,751.5209384,808.2636295,779.5477254,720.5391994,793.1282122,776.0602919,799.5865292,772.1257113,746.8333136,749.0994265,831.1499637,607.0936958,770.6444827,685.8935431,737.9180645,683.2239956
NKX6-3,85.94985165,31.28079439,71.54923014,115.0640908,83.1110572,67.53986159,86.94270384,65.30322779,59.16061218,79.83299525,113.5625429,63.78412465,60.5702568,69.44480997,77.98203984,73.46799515,71.98566601,57.38882858,99.29923444,73.41629934,102.0068541,85.75748597,92.42251083,55.62371628,87.51932705,61.64001822,86.64758823,86.51723025,63.51691523,83.32295506,91.99215726,78.10991993,86.38854941,103.7045816,69.33409487,133.4247682,86.28877021,79.40143821,57.68570612,84.60235714,78.92809237,52.16304482,83.78362784,102.1560488,71.28737546,82.75022684,109.0148278,76.87989993,67.42948424,77.49451505,70.59229021,69.53183302,77.64832563,78.03445652,60.57266193
IKBKB,1141.291244,859.6425719,910.3497792,1462.48127,1062.782644,1051.897419,1072.48785,965.7342725,917.9138733,1034.467549,1217.422225,976.5569429,1169.313941,982.1480268,1139.268863,1067.035168,1084.749519,1086.644993,1107.568384,921.1451308,1152.817187,1032.474996,1002.428771,959.9886207,1066.496578,988.7562107,1298.761652,942.7394745,985.9557524,1167.427055,1085.208294,1033.04198,1185.401139,1050.341275,958.7605307,2584.893769,1090.006258,1103.380363,917.4774211,1017.028336,1058.036074,1193.954137,1205.367126,1093.211606,1116.295493,1179.43998,1008.1992,964.9211929,1177.908803,1078.110506,1178.891246,1193.6298,959.1006148,1194.760562,1076.055524
SLC20A2,2110.068858,1573.308103,1663.900182,1896.889903,2124.5264,1825.73179,2183.487233,1851.095342,1717.506522,1947.084737,2046.508202,2118.072829,1920.795771,1792.668166,1925.181609,2253.018518,2186.874888,1851.413513,1802.663025,1947.826192,2010.792645,2102.186794,1766.184026,1785.713099,1937.042805,2051.732035,2137.624567,1866.832994,2243.301961,1910.993861,1908.650287,2131.17556,2031.257718,2059.466626,1879.603978,3966.431242,2222.342855,1979.043394,1918.736463,1859.451807,2194.00115,1782.237365,2205.185085,2258.074329,1947.441484,1643.040649,2080.303645,1710.185529,2039.741898,1846.242952,1715.392652,1880.980941,1994.411623,1882.675965,1908.038851
FNTA,362.217232,341.7716425,255.7504397,362.7020254,286.7331473,367.1581837,326.1810164,315.2136572,319.8370596,331.0968434,362.923651,362.9096747,559.5049145,317.4619885,361.8854036,320.6936296,291.6660606,346.8281379,343.7281192,261.5455664,357.7226666,336.259616,362.5806194,283.872759,308.253913,363.5503116,506.5551312,306.5394968,262.7290585,399.4067737,358.2458807,303.2502774,326.0228734,335.0455712,327.1702602,1224.467809,318.2915958,298.1299284,293.9224074,372.6103814,314.7132797,333.2638975,327.3147061,321.3659035,309.4520162,398.7962739,289.4531634,298.1057344,331.8794927,368.7376376,430.6129703,362.1449637,327.848486,354.5643267,300.1909863
ASNSP1,38.06350573,85.7325476,51.75901755,217.6212153,33.24442288,78.31749908,42.5960898,64.04739648,106.304225,57.98396497,40.50132647,56.08604064,176.5776978,78.3734284,24.36938745,24.48933172,37.23396518,38.67508013,33.82721173,44.73805741,48.20871874,34.98002717,43.67217545,89.18975197,30.98029276,51.57634178,311.3600149,171.5427841,57.74265021,46.189899,20.94130409,39.82074349,22.53614333,65.81252292,20.58355942,288.8055109,40.7022501,40.44978928,39.8306066,48.6013541,30.97178308,34.77536322,22.34230076,31.21434825,40.5041906,44.86458082,30.07305594,59.62114688,74.80458408,59.61116543,4.70615268,46.35455535,30.19657108,40.91126846,62.35421081
UBE2V2,609.6300192,614.0304085,520.6348236,821.2907932,610.8662704,658.8729051,752.1419144,648.0089527,622.1108124,652.1095191,704.4054232,777.5064849,679.6188136,602.1857093,625.0747881,661.2119564,668.970241,704.8845249,584.8834029,625.1856741,662.3458749,689.4450517,646.9575758,668.443625,628.1254357,634.011616,826.4846878,826.3887166,652.4919474,571.4867896,695.5504573,596.5453689,579.9300882,653.4718185,689.0075678,1207.578598,595.0668964,635.2115057,622.1815445,626.4174529,685.3755869,727.3846806,632.2871114,704.4510865,567.0586684,649.0409358,656.3444459,632.2979525,624.7763149,626.768825,538.8544819,657.655254,703.1487266,597.0014732,647.593018
LOC101929268,845.9921113,924.5212565,840.3228731,1854.366217,917.3382938,863.6480173,743.9728013,757.2662761,862.4507994,728.581125,728.2297329,843.4900621,1424.940957,925.6001101,756.6694803,761.5016005,919.6789399,985.5907517,835.8594899,889.0254999,747.584479,751.5063902,1192.351953,892.8565493,739.6544897,816.4157516,1632.021607,1185.882725,744.8801877,803.3419689,787.5426146,732.854837,809.0475454,862.2105275,911.0933404,1791.100844,751.3635368,730.3434175,789.7447861,850.5236968,793.2772828,640.4462726,979.7098882,687.4250784,870.0300141,568.2846903,748.0672665,942.9555073,958.762979,901.8317741,611.7998485,753.2615244,706.0245905,740.1909128,891.6652145
ST18,1129.012694,1470.197337,1249.828041,2292.943839,953.6993814,1176.918014,1242.288701,1253.319641,1511.368764,1026.064076,1013.327306,1385.655122,3256.421264,1217.268312,857.8024382,1058.872057,1007.799324,1122.824907,1020.272354,1066.8306,837.0151457,1039.245323,1538.682461,1357.026871,968.9086561,1099.456652,2558.484281,1203.037003,1274.669003,987.1958806,1082.964583,1070.565373,848.1101938,1168.006089,1100.678756,2160.974569,746.4792668,1113.867345,1152.340653,1117.831144,938.1453005,1104.117782,950.6648972,1057.740755,1090.372811,1048.8342,976.6224917,1354.027625,1191.605417,1303.781347,929.4651544,964.0298933,1164.724884,931.8677817,1203.436269
OPRK1,49.72812846,64.87868467,35.01345305,238.4661592,33.24442288,44.54756828,36.17750093,54.00074606,73.02638066,38.65597665,28.58917163,29.69260975,223.8019658,93.25445911,37.77255055,23.32317306,37.23396518,51.15091243,33.82721173,37.85527935,37.02988541,31.59486325,236.642253,48.91050915,30.20578544,25.15919111,164.7256348,82.0422011,20.20992757,41.66147753,20.94130409,38.28917644,22.53614333,46.53410711,48.75053546,194.2259284,21.97921505,35.95536825,23.34897629,29.70082751,28.97360353,43.46920402,17.87384061,20.57309316,11.34117337,26.91874849,29.32122954,37.65546119,52.67928456,45.98575619,7.059229021,35.49020644,44.57589064,36.36557197,73.93427853
LOC100507516,46.6584909,33.59789027,28.92415687,172.5961362,29.08887002,38.08098579,23.92383126,15.06997564,28.65592152,28.57180882,23.82430969,35.19124118,180.6841559,43.65102341,18.27704059,40.81555286,31.02830431,24.9516646,43.64801514,26.38398258,42.61930208,36.10841514,87.3443509,62.33692342,24.00972689,22.643272,134.2561532,64.1420845,40.41985515,31.6989503,23.18501524,22.20772233,24.03855288,30.5795561,29.25032127,195.9148495,14.65281004,38.20257876,21.97550709,29.70082751,31.97087286,0,50.2701767,26.24842921,34.0235201,23.92777644,24.05844475,25.10364079,36.87549919,20.43811386,0,38.38736615,25.88277521,24.24371465,53.44646641
ATP6V1H,941.1508756,1094.827804,841.8451972,1607.562081,883.0549827,895.2624206,950.5346615,995.8742238,1003.881638,868.0787799,958.5313932,1099.726287,1685.701045,986.1163016,891.9195807,869.9543553,943.2604511,852.0993461,904.6051138,907.3795747,840.5085311,916.2510343,1231.9616,960.9476503,863.5756607,1020.2052,1504.430653,965.1146202,867.5833194,1046.06536,890.0054239,837.0013969,931.4939241,895.4491755,937.093626,2175.330398,875.9124221,889.1462939,1083.667193,995.427734,940.14348,1234.525394,947.3135521,883.933589,1006.124095,840.4631473,827.7608648,1063.766779,894.4942518,1021.054105,771.8090396,891.6009006,888.6419489,884.8955846,983.4149819
TCEA1,529.8194427,530.6149568,500.844611,781.2685008,519.4441075,542.4744202,560.7512644,553.8216049,523.201664,493.2838759,549.5474102,648.8385093,734.0293832,520.8360748,520.2864221,529.4360286,594.5023107,538.9559553,575.0625995,582.741876,494.6633749,639.7959808,587.0352886,513.0808312,539.0570941,622.68998,746.5022986,531.0367926,542.780912,579.6379483,521.2888911,524.5617172,492.0391293,577.0229282,605.5899849,1031.930802,559.2489164,559.5554183,600.2060375,557.115522,606.4474945,660.7319011,522.8098377,586.6878636,507.1124663,578.2545972,539.0595277,522.469524,506.7747175,487.1083803,527.0891002,598.9877699,549.2900073,542.4531152,551.3893784
LYPLA1,833.0996335,700.921504,624.1528587,1143.970526,754.2328441,697.6724,804.6576416,724.6146622,696.9859622,746.2284187,764.7603411,881.9804822,1003.002388,681.5512065,846.8362139,869.9543553,847.6932739,682.4280268,778.0258699,808.7264224,774.8328853,814.6961167,638.8325199,648.3040036,762.1152019,727.1006231,1019.775462,833.1012603,773.7515128,781.6055459,825.6857042,798.7122205,742.941525,770.4718592,744.2581747,1388.293158,828.697812,766.2987857,722.4447957,784.8218662,829.2445148,869.3840804,880.2866498,868.3264148,720.9745927,702.8784328,736.7898705,706.0398973,678.5091851,782.6094432,844.7544061,798.8917899,660.0107679,768.2227078,777.6460862
IMPAD1,283.6345105,237.5023278,316.6434015,450.2507902,273.2276005,282.3741022,275.4158135,283.8178746,302.2737529,256.3059321,273.9795614,353.0121381,473.2692946,292.6602706,243.6938745,265.8841729,341.3113475,351.8184709,247.7024859,274.1639929,285.0602499,348.6718837,308.7521241,358.6770671,254.0384006,269.2033449,384.6772049,300.5727913,287.2696848,337.8202417,289.4387387,257.3032657,259.1656482,294.4944207,304.4200103,564.9441135,245.8415906,283.1485249,322.7652604,310.5086512,292.7333046,252.1213833,299.3868301,300.0833934,252.7461493,263.2055408,239.0807947,296.5367569,292.8968222,291.2431225,145.8907331,252.0528947,326.410554,290.9245757,299.3002119
FAM110B,1313.804875,1330.013036,1067.149156,2529.742403,1232.121423,1027.468107,1567.88621,1248.296316,1184.136628,1096.65325,1067.329074,1539.616802,3012.087008,1329.372077,906.5412131,733.5137929,1254.784626,1020.523082,834.7682896,1018.651153,967.6677602,1146.442181,2471.032625,1177.688338,1242.30974,1475.586559,2008.12927,1370.104758,1010.496379,1102.217786,1115.124443,975.6082156,969.054163,1195.926553,953.3438045,2758.852644,920.6848972,1104.878503,1188.050852,1204.233552,1211.895899,1043.260896,1099.241197,803.7694673,1093.613146,810.5534268,1129.243251,1256.751017,1244.284701,1133.463731,1298.89814,1102.369269,1219.366299,993.2346844,1249.756539
